symbol,direction,entry_dt,exit_dt,entry,exit,stop_loss,take_profit,size,pnl_pips,pnl_gross,pnl,bars_held,exit_reason,cost_model_status,adx_entry,atr_entry,ema_distance,trend_gap,session,year
USDJPY,1,2021-04-16 00:00:00,2021-04-19 08:00:00,108.76,108.43473,108.43473,109.41055,0.3234,-32.5,-95.73,-90.18,8,stop_loss,OK,33.12634,0.21685,-2.78222,2.62477,tokyo,2021
USDJPY,1,2021-04-20 00:00:00,2021-04-21 16:00:00,108.122,108.102,107.78778,108.79044,0.3118,-2.0,-5.67,-5.39,10,time_exit,OK,37.69126,0.22281,-4.02052,1.23247,tokyo,2021
USDJPY,1,2021-04-21 20:00:00,2021-04-23 12:00:00,108.102,107.73423,107.73423,108.83754,0.2832,-36.8,-94.78,-87.62,10,stop_loss,OK,33.41042,0.24518,-2.54733,0.1169,new_york,2021
USDJPY,1,2021-05-10 04:00:00,2021-05-11 20:00:00,108.744,108.624,108.34321,109.54559,0.2574,-12.0,-28.11,-27.88,10,time_exit,OK,20.51243,0.2672,-0.87932,0.80948,tokyo,2021
USDJPY,1,2021-05-12 00:00:00,2021-05-12 16:00:00,108.605,109.33632,108.23934,109.33632,0.2813,73.1,187.21,185.17,4,take_profit,OK,24.73012,0.24377,-1.11379,0.54963,tokyo,2021
USDJPY,1,2021-05-12 16:00:00,2021-05-13 00:00:00,108.999,109.76101,108.618,109.76101,0.2753,76.2,190.9,195.63,2,take_profit,OK,22.71507,0.254,0.43094,0.48697,new_york,2021
USDJPY,1,2021-05-18 16:00:00,2021-05-19 16:00:00,108.93,108.59477,108.59477,109.60045,0.3194,-33.5,-97.43,-97.15,6,stop_loss,OK,21.90945,0.22348,-1.00934,1.17727,new_york,2021
USDJPY,1,2021-05-20 00:00:00,2021-05-20 16:00:00,109.196,108.81878,108.81878,109.95045,0.281,-37.7,-96.46,-98.49,4,stop_loss,OK,21.7719,0.25148,0.43307,0.83957,tokyo,2021
USDJPY,1,2021-05-21 04:00:00,2021-05-24 20:00:00,108.831,108.766,108.50669,109.47962,0.3235,-6.5,-19.14,-13.58,10,time_exit,OK,21.34733,0.21621,-1.10514,0.77027,tokyo,2021
USDJPY,1,2021-05-25 04:00:00,2021-05-26 20:00:00,108.787,109.144,108.49661,109.36778,0.3608,35.7,117.21,117.54,10,time_exit,OK,24.67278,0.19359,-1.00919,0.44526,tokyo,2021
USDJPY,1,2021-06-07 00:00:00,2021-06-07 12:00:00,109.579,109.26354,109.26354,110.20992,0.3362,-31.5,-96.51,-98.94,3,stop_loss,OK,23.7891,0.21031,-0.4367,2.06635,tokyo,2021
USDJPY,1,2021-06-08 04:00:00,2021-06-09 20:00:00,109.383,109.636,109.0786,109.99179,0.3448,25.3,79.38,79.69,10,time_exit,OK,22.69884,0.20293,-0.83901,1.77584,tokyo,2021
USDJPY,1,2021-06-21 12:00:00,2021-06-22 12:00:00,109.932,110.65786,109.56907,110.65786,0.2916,72.6,192.61,192.87,6,take_profit,OK,20.18734,0.24195,-0.28746,2.03789,london,2021
USDJPY,1,2021-07-05 16:00:00,2021-07-06 12:00:00,110.927,110.61427,110.61427,111.55246,0.3452,-31.3,-98.24,-97.93,5,stop_loss,OK,24.06331,0.20849,0.12053,3.6711,new_york,2021
USDJPY,1,2021-07-07 08:00:00,2021-07-08 08:00:00,110.527,110.23196,110.23196,111.11707,0.3623,-29.5,-97.27,-91.05,6,stop_loss,OK,31.13955,0.19669,-1.58867,3.28498,tokyo,2021
USDJPY,1,2021-07-08 20:00:00,2021-07-12 12:00:00,109.803,110.208,109.40321,110.60258,0.2648,40.5,97.59,104.29,10,time_exit,OK,39.50208,0.26653,-3.2737,1.76923,new_york,2021
USDJPY,1,2021-07-12 16:00:00,2021-07-14 08:00:00,110.207,110.51,109.85287,110.91527,0.3022,30.3,83.33,86.06,10,time_exit,OK,41.40528,0.23609,-1.06627,1.14714,new_york,2021
USDJPY,1,2021-07-14 12:00:00,2021-07-14 16:00:00,110.51,110.20585,110.20585,111.11831,0.355,-30.4,-98.26,-100.82,1,stop_loss,OK,26.73617,0.20277,0.22678,1.21485,london,2021
