symbol,seed,expectancy,pf,n_signals,signed,real_expectancy,real_pf
XAUUSD,76,-2.9690534979423857,0.94,666,True,4.249722222222221,1.09
XAUUSD,77,1.8184778012684992,1.03,666,True,4.249722222222221,1.09
XAUUSD,78,-1.9898167006109966,0.96,666,True,4.249722222222221,1.09
XAUUSD,79,12.19046511627907,1.2,666,True,4.249722222222221,1.09
XAUUSD,80,3.5953319502074668,1.06,666,True,4.249722222222221,1.09
XAUUSD,81,1.9674291938997814,1.04,666,True,4.249722222222221,1.09
XAUUSD,82,0.6916564417177913,1.01,666,True,4.249722222222221,1.09
XAUUSD,83,7.098697478991595,1.13,666,True,4.249722222222221,1.09
XAUUSD,84,7.695826446280991,1.14,666,True,4.249722222222221,1.09
XAUUSD,85,-1.5450826446281005,0.97,666,True,4.249722222222221,1.09
XAUUSD,86,6.597305263157893,1.11,666,True,4.249722222222221,1.09
XAUUSD,87,9.038486140724945,1.13,666,True,4.249722222222221,1.09
XAUUSD,88,-0.7681891348088531,0.99,666,True,4.249722222222221,1.09
XAUUSD,89,-2.7463469387755097,0.94,666,True,4.249722222222221,1.09
XAUUSD,90,7.182531380753138,1.13,666,True,4.249722222222221,1.09
XAUUSD,91,4.213978494623657,1.07,666,True,4.249722222222221,1.09
XAUUSD,92,6.552738853503187,1.12,666,True,4.249722222222221,1.09
XAUUSD,93,2.1515498938428865,1.04,666,True,4.249722222222221,1.09
XAUUSD,94,4.686038543897216,1.08,666,True,4.249722222222221,1.09
XAUUSD,95,-1.8220173535791788,0.96,666,True,4.249722222222221,1.09
XAUUSD,96,11.467605932203393,1.22,666,True,4.249722222222221,1.09
XAUUSD,97,-2.280871369294606,0.95,666,True,4.249722222222221,1.09
XAUUSD,98,11.542744282744286,1.19,666,True,4.249722222222221,1.09
XAUUSD,99,6.63734279918864,1.1,666,True,4.249722222222221,1.09
GBPJPY,50,3.8034038054968278,1.07,676,True,-5.285084033613447,0.9
GBPJPY,51,0.6391578947368429,1.01,676,True,-5.285084033613447,0.9
GBPJPY,52,-0.9125258799171853,0.98,676,True,-5.285084033613447,0.9
GBPJPY,53,-3.6432083333333334,0.93,676,True,-5.285084033613447,0.9
GBPJPY,54,8.401673640167365,1.15,676,True,-5.285084033613447,0.9
GBPJPY,55,-2.63538617886179,0.95,676,True,-5.285084033613447,0.9
GBPJPY,56,7.3216804979253105,1.15,676,True,-5.285084033613447,0.9
GBPJPY,57,7.981407867494825,1.14,676,True,-5.285084033613447,0.9
GBPJPY,58,5.585828092243187,1.09,676,True,-5.285084033613447,0.9
GBPJPY,59,8.68020618556701,1.14,676,True,-5.285084033613447,0.9
GBPJPY,60,0.72301886792453,1.01,676,True,-5.285084033613447,0.9
GBPJPY,61,-3.57363453815261,0.92,676,True,-5.285084033613447,0.9
GBPJPY,62,10.387675350701402,1.18,676,True,-5.285084033613447,0.9
GBPJPY,63,19.221443298969067,1.3,676,True,-5.285084033613447,0.9
GBPJPY,64,-2.2421030927835033,0.95,676,True,-5.285084033613447,0.9
GBPJPY,65,5.658393574297188,1.09,676,True,-5.285084033613447,0.9
GBPJPY,66,-1.5954303278688513,0.97,676,True,-5.285084033613447,0.9
GBPJPY,67,5.871422680412372,1.11,676,True,-5.285084033613447,0.9
GBPJPY,68,3.1553014553014567,1.06,676,True,-5.285084033613447,0.9
GBPJPY,69,-6.63353305785124,0.86,676,True,-5.285084033613447,0.9
GBPJPY,70,-2.572259414225941,0.95,676,True,-5.285084033613447,0.9
GBPJPY,71,3.9063951120162916,1.06,676,True,-5.285084033613447,0.9
GBPJPY,72,12.414135021097044,1.19,676,True,-5.285084033613447,0.9
GBPJPY,73,8.484743589743589,1.14,676,True,-5.285084033613447,0.9
GBPJPY,74,-3.9435496957403653,0.93,676,True,-5.285084033613447,0.9
GBPJPY,75,-4.120936170212766,0.91,676,True,-5.285084033613447,0.9
GBPJPY,76,3.3467223382045916,1.06,676,True,-5.285084033613447,0.9
GBPJPY,77,7.943565400843884,1.13,676,True,-5.285084033613447,0.9
GBPJPY,78,3.0741090146750527,1.06,676,True,-5.285084033613447,0.9
GBPJPY,79,2.9457081545064394,1.06,676,True,-5.285084033613447,0.9
GBPJPY,80,8.337225672877846,1.14,676,True,-5.285084033613447,0.9
GBPJPY,81,4.0469519832985394,1.09,676,True,-5.285084033613447,0.9
GBPJPY,82,-2.839182389937107,0.94,676,True,-5.285084033613447,0.9
GBPJPY,83,-0.40892057026476575,0.99,676,True,-5.285084033613447,0.9
GBPJPY,84,12.402689938398355,1.18,676,True,-5.285084033613447,0.9
GBPJPY,85,4.899831932773109,1.08,676,True,-5.285084033613447,0.9
GBPJPY,86,3.0214020618556705,1.05,676,True,-5.285084033613447,0.9
GBPJPY,87,3.553966597077248,1.08,676,True,-5.285084033613447,0.9
GBPJPY,88,5.344604166666666,1.1,676,True,-5.285084033613447,0.9
GBPJPY,89,0.19295180722891567,1.0,676,True,-5.285084033613447,0.9
GBPJPY,90,1.1304801670146118,1.02,676,True,-5.285084033613447,0.9
GBPJPY,91,5.885082987551867,1.09,676,True,-5.285084033613447,0.9
GBPJPY,92,-1.4544855967078192,0.97,676,True,-5.285084033613447,0.9
GBPJPY,93,3.262983193277312,1.06,676,True,-5.285084033613447,0.9
GBPJPY,94,-2.7465031982942434,0.94,676,True,-5.285084033613447,0.9
GBPJPY,95,-6.234863731656184,0.87,676,True,-5.285084033613447,0.9
GBPJPY,96,-6.391995884773661,0.87,676,True,-5.285084033613447,0.9
GBPJPY,97,7.52694214876033,1.15,676,True,-5.285084033613447,0.9
GBPJPY,98,-2.430991735537191,0.96,676,True,-5.285084033613447,0.9
GBPJPY,99,-2.655010020040081,0.94,676,True,-5.285084033613447,0.9
