symbol,n,expectancy_mean,expectancy_p05,expectancy_p95,pf_mean,pf_p05,pf_p95,n_signals_matched,real_expectancy,real_pf
GBPJPY,100,2.0274139681619787,-4.879330647590362,11.570719626031114,1.0293788913003257,0.8977815007060092,1.1753734214666576,485,-2.32735294117647,0.9526114154891742
USDJPY,100,-0.1773330819151479,-7.4500848778464235,11.084276064539294,0.9890546621119475,0.8325650763167601,1.1805003522729882,454,-0.9208837209302332,0.98212880188325
XAUUSD,100,-11.538172594512766,-18.553415699862033,-4.119220084911253,0.8314957151858658,0.7327367911579684,0.9406677249410126,479,-57.30754629629629,0.3056506340247417
