symbol,entry_dt,exit_dt,entry,exit,stop_loss,take_profit,size,pnl_pips,pnl_gross,pnl,bars_held,exit_reason,adx_entry,atr_entry,ema_distance,trend_gap,session,year
XAUUSD,2019-02-28 16:00:00,2019-02-28 20:00:00,1320.96,1314.28158,1314.28158,1334.31685,1.4974,-66.8,-100.0,-100.4,1,stop_loss,20.85101,4.45228,-1.00504,2.95415,new_york,2019
XAUUSD,2019-03-06 00:00:00,2019-03-07 16:00:00,1287.54,1285.47,1280.04652,1302.52695,1.3211,-20.7,-27.35,-27.75,10,time_exit,51.32067,4.99565,-4.01973,-0.26174,,2019
XAUUSD,2019-03-07 20:00:00,2019-03-08 16:00:00,1285.46,1299.32506,1278.52747,1299.32506,1.424,138.7,197.44,197.04,5,take_profit,48.32562,4.62169,-3.1765,-1.43816,new_york,2019
XAUUSD,2019-03-13 16:00:00,2019-03-14 12:00:00,1307.2,1301.40004,1301.40004,1318.79992,1.736,-58.0,-100.69,-101.09,5,stop_loss,28.44659,3.86664,2.14345,-1.53115,new_york,2019
XAUUSD,2019-03-14 12:00:00,2019-03-14 16:00:00,1301.93,1296.23931,1296.23931,1313.31137,1.7516,-56.9,-99.68,-100.08,1,stop_loss,30.89613,3.79379,0.45745,-1.23878,london,2019
XAUUSD,2019-03-15 04:00:00,2019-03-18 20:00:00,1295.68,1303.6,1290.13687,1306.76626,1.7802,79.2,140.99,140.59,10,time_exit,27.30057,3.69542,-1.04421,-1.34637,,2019
XAUUSD,2019-03-18 20:00:00,2019-03-20 12:00:00,1303.08,1307.71,1297.30161,1314.63678,1.732,46.3,80.19,79.79,10,time_exit,20.51669,3.85226,0.70025,-1.01423,new_york,2019
XAUUSD,2019-03-22 04:00:00,2019-03-25 20:00:00,1308.55,1324.11096,1300.76952,1324.11096,1.2966,155.6,201.76,201.36,10,take_profit,20.41345,5.18699,0.65254,0.02278,,2019
XAUUSD,2019-03-27 12:00:00,2019-03-27 16:00:00,1316.28,1310.15848,1310.15848,1328.52305,1.6809,-61.2,-102.9,-103.3,1,stop_loss,14.42756,4.08102,1.1924,1.04725,london,2019
XAUUSD,2019-03-28 04:00:00,2019-03-28 12:00:00,1310.56,1304.15265,1304.15265,1323.3747,1.5898,-64.1,-101.86,-102.26,2,stop_loss,14.21207,4.27157,-0.20407,0.96897,,2019
XAUUSD,2019-03-29 00:00:00,2019-04-01 16:00:00,1290.27,1289.64,1282.89871,1305.01258,1.368,-6.3,-8.62,-9.02,10,time_exit,21.47197,4.91419,-3.86429,0.47912,,2019
XAUUSD,2019-04-03 04:00:00,2019-04-04 12:00:00,1291.4,1284.78145,1284.78145,1304.6371,1.5222,-66.2,-100.75,-101.15,8,stop_loss,23.44673,4.41237,-1.80484,-1.08279,,2019
XAUUSD,2019-04-12 00:00:00,2019-04-15 08:00:00,1292.66,1285.97888,1285.97888,1306.02224,1.4928,-66.8,-99.74,-100.14,8,stop_loss,27.92547,4.45408,-1.44199,-0.64673,,2019
XAUUSD,2019-04-16 16:00:00,2019-04-18 04:00:00,1279.18,1273.06549,1273.06549,1291.40902,1.6148,-61.1,-98.74,-99.14,9,stop_loss,35.11657,4.07634,-3.59349,-1.49543,new_york,2019
XAUUSD,2019-04-18 04:00:00,2019-04-22 20:00:00,1274.43,1274.87,1269.13492,1285.02016,1.846,4.4,8.12,7.72,10,time_exit,45.5832,3.53005,-3.91728,-2.70822,,2019
XAUUSD,2019-04-23 04:00:00,2019-04-23 12:00:00,1275.75,1270.77438,1270.77438,1285.70124,1.966,-49.8,-97.82,-98.22,2,stop_loss,32.20179,3.31708,-2.32459,-3.57102,,2019
XAUUSD,2019-05-03 00:00:00,2019-05-06 00:00:00,1270.7,1283.14442,1264.47779,1283.14442,1.5564,124.4,193.68,193.28,6,take_profit,23.42854,4.14814,-2.02958,-2.39794,,2019
