symbol,entry_dt,exit_dt,entry,exit,stop_loss,take_profit,size,pnl_pips,pnl_gross,pnl,bars_held,exit_reason,adx_entry,atr_entry,ema_distance,trend_gap,session,year
XAUUSD,2019-02-19 04:00:00,2019-02-19 16:00:00,1324.78,1335.50437,1319.41781,1335.50437,1.8649,107.2,200.0,199.6,3,take_profit,16.13329,3.57479,2.78241,3.43771,,2019
XAUUSD,2019-02-21 12:00:00,2019-02-21 20:00:00,1333.31,1326.35352,1326.35352,1347.22296,1.4662,-69.6,-102.0,-102.4,2,stop_loss,31.27933,4.63765,1.80085,3.83307,london,2019
XAUUSD,2019-02-25 00:00:00,2019-02-26 16:00:00,1327.69,1325.72,1320.1407,1342.7886,1.3375,-19.7,-26.35,-26.75,10,time_exit,25.51189,5.03287,0.40302,3.34926,,2019
XAUUSD,2019-03-01 20:00:00,2019-03-04 08:00:00,1298.42,1290.50299,1290.50299,1314.25402,1.272,-79.2,-100.7,-101.1,3,stop_loss,26.21674,5.27801,-4.36405,1.77264,new_york,2019
XAUUSD,2019-03-05 12:00:00,2019-03-07 04:00:00,1284.68,1284.46,1277.2693,1299.5014,1.3453,-2.2,-2.96,-3.36,10,time_exit,47.83534,4.94047,-5.28085,0.16451,london,2019
XAUUSD,2019-03-07 04:00:00,2019-03-07 08:00:00,1287.87,1281.3325,1281.3325,1300.945,1.5244,-65.4,-99.66,-100.06,1,stop_loss,49.52957,4.35833,-3.40996,-1.13443,,2019
XAUUSD,2019-03-13 08:00:00,2019-03-14 12:00:00,1304.9,1298.95049,1298.95049,1316.79902,1.6583,-59.5,-98.66,-99.06,7,stop_loss,25.64799,3.96634,1.68051,-1.65032,london,2019
XAUUSD,2019-03-19 00:00:00,2019-03-20 16:00:00,1303.49,1300.86,1297.81471,1314.84059,1.7209,-26.3,-45.26,-45.66,10,time_exit,20.09201,3.78353,0.81452,-0.99757,,2019
XAUUSD,2019-03-22 08:00:00,2019-03-25 20:00:00,1308.17,1323.24303,1300.63348,1323.24303,1.2899,150.7,194.43,194.03,9,take_profit,19.79258,5.02434,0.56502,0.04049,london,2019
XAUUSD,2019-03-26 00:00:00,2019-03-26 12:00:00,1321.81,1315.18266,1315.18266,1335.06467,1.4961,-66.3,-99.15,-99.55,3,stop_loss,18.68708,4.41822,2.91855,0.63043,,2019
