datetime,open,high,low,close,volume
2019-01-02 00:00:00,139.736,139.909,139.64,139.699,22099
2019-01-02 04:00:00,139.699,139.7,139.205,139.443,18657
2019-01-02 08:00:00,139.443,139.488,138.146,138.253,42755
2019-01-02 12:00:00,138.253,138.413,137.445,137.7,40609
2019-01-02 16:00:00,137.7,138.045,137.508,137.769,46386
2019-01-02 20:00:00,137.769,137.878,137.236,137.32,29341
2019-01-03 00:00:00,137.261,137.284,131.166,134.928,54602
2019-01-03 04:00:00,134.925,134.933,133.88,134.201,29618
2019-01-03 08:00:00,134.201,135.676,134.041,135.443,58576
2019-01-03 12:00:00,135.443,135.798,134.982,135.655,48018
2019-01-03 16:00:00,135.655,136.788,134.947,136.574,91181
2019-01-03 20:00:00,136.573,136.581,135.696,136.026,39690
2019-01-04 00:00:00,135.96,136.453,135.806,136.316,43575
2019-01-04 04:00:00,136.316,137.071,136.24,136.773,29789
2019-01-04 08:00:00,136.773,136.919,136.316,136.896,35964
2019-01-04 12:00:00,136.897,137.156,136.752,136.926,37548
2019-01-04 16:00:00,136.926,138.152,136.642,138.013,70062
2019-01-04 20:00:00,138.012,138.304,137.976,138.085,25085
2019-01-07 00:00:00,138.072,138.333,137.876,138.087,32544
2019-01-07 04:00:00,138.087,138.106,137.717,137.932,21238
2019-01-07 08:00:00,137.934,138.108,137.614,137.954,27434
2019-01-07 12:00:00,137.953,138.382,137.793,138.32,25999
2019-01-07 16:00:00,138.32,138.771,138.164,138.736,40490
2019-01-07 20:00:00,138.735,138.934,138.53,138.873,15762
2019-01-08 00:00:00,138.9,139.017,138.538,138.579,18004
2019-01-08 04:00:00,138.579,139.089,138.555,138.846,19715
2019-01-08 08:00:00,138.846,139.439,138.784,138.997,32043
2019-01-08 12:00:00,138.997,138.997,138.479,138.652,28423
2019-01-08 16:00:00,138.653,138.802,137.976,138.158,38090
2019-01-08 20:00:00,138.157,138.391,138.041,138.249,15415
2019-01-09 00:00:00,138.228,138.638,138.192,138.571,20275
2019-01-09 04:00:00,138.571,138.864,138.566,138.701,19632
2019-01-09 08:00:00,138.701,139.108,138.556,138.891,27454
2019-01-09 12:00:00,138.891,138.936,138.453,138.509,28260
2019-01-09 16:00:00,138.509,138.741,137.761,138.381,56733
2019-01-09 20:00:00,138.381,138.601,138.176,138.291,34129
2019-01-10 00:00:00,138.307,138.53,137.871,138.052,22638
2019-01-10 04:00:00,138.05,138.102,137.886,137.991,15124
2019-01-10 08:00:00,137.991,138.069,137.595,137.97,26685
2019-01-10 12:00:00,137.969,138.13,137.45,138.084,26078
2019-01-10 16:00:00,138.084,138.37,137.702,138.214,36849
2019-01-10 20:00:00,138.213,138.351,138.001,138.267,19615
2019-01-11 00:00:00,138.212,138.321,138.08,138.273,16491
2019-01-11 04:00:00,138.273,138.318,138.104,138.204,11874
2019-01-11 08:00:00,138.204,138.364,137.637,138.156,21369
2019-01-11 12:00:00,138.156,139.156,138.104,138.763,35612
2019-01-11 16:00:00,138.764,139.476,138.57,139.409,41835
2019-01-11 20:00:00,139.409,139.487,139.272,139.324,12218
2019-01-14 00:00:00,139.496,139.571,139.091,139.123,12442
2019-01-14 04:00:00,139.123,139.198,138.804,138.925,12209
2019-01-14 08:00:00,138.925,139.082,138.607,138.799,28379
2019-01-14 12:00:00,138.799,139.232,138.66,138.979,37504
2019-01-14 16:00:00,138.979,140.058,138.837,139.443,39053
2019-01-14 20:00:00,139.442,139.537,139.095,139.187,12202
2019-01-15 00:00:00,139.152,140.051,139.078,139.828,18580
2019-01-15 04:00:00,139.828,140.433,139.791,140.408,18253
2019-01-15 08:00:00,140.409,140.43,139.459,139.691,35310
2019-01-15 12:00:00,139.691,139.788,139.092,139.26,40462
2019-01-15 16:00:00,139.263,139.348,138.234,138.28,50241
2019-01-15 20:00:00,138.28,140.061,137.363,139.781,48466
2019-01-16 00:00:00,139.724,139.9,138.99,139.18,22860
2019-01-16 04:00:00,139.18,139.653,139.123,139.579,14763
2019-01-16 08:00:00,139.579,140.068,139.299,139.862,34551
2019-01-16 12:00:00,139.862,140.245,139.676,139.816,34469
2019-01-16 16:00:00,139.816,140.329,139.779,140.062,37450
2019-01-16 20:00:00,140.059,140.704,139.872,140.499,25098
2019-01-17 00:00:00,140.492,140.606,140.191,140.321,35240
2019-01-17 04:00:00,140.321,140.401,140.225,140.306,24582
2019-01-17 08:00:00,140.303,140.303,139.51,140.051,45606
2019-01-17 12:00:00,140.052,140.579,140.007,140.56,35966
2019-01-17 16:00:00,140.56,141.358,140.402,141.253,39283
2019-01-17 20:00:00,141.253,142.22,141.248,141.858,32603
2019-01-18 00:00:00,141.842,142.059,141.562,142.012,25792
2019-01-18 04:00:00,142.012,142.081,141.793,141.904,16003
2019-01-18 08:00:00,141.904,142.009,141.589,141.769,25035
2019-01-18 12:00:00,141.769,141.855,141.411,141.485,26104
2019-01-18 16:00:00,141.485,141.766,141.207,141.544,40301
2019-01-18 20:00:00,141.544,141.599,141.089,141.299,19391
2019-01-21 00:00:00,141.259,141.321,140.791,140.898,27268
2019-01-21 04:00:00,140.899,141.168,140.882,140.978,17030
2019-01-21 08:00:00,140.978,141.089,140.687,140.769,19761
2019-01-21 12:00:00,140.769,141.295,140.718,141.039,18537
2019-01-21 16:00:00,141.039,141.531,140.878,141.39,18294
2019-01-21 20:00:00,141.39,141.422,141.259,141.361,42595
2019-01-22 00:00:00,141.355,141.437,141.194,141.29,18771
2019-01-22 04:00:00,141.29,141.326,140.819,140.87,17460
2019-01-22 08:00:00,140.87,141.428,140.628,141.359,26668
2019-01-22 12:00:00,141.36,141.538,141.035,141.423,23717
2019-01-22 16:00:00,141.423,141.933,141.279,141.727,32244
2019-01-22 20:00:00,141.727,141.767,141.449,141.705,20214
2019-01-23 00:00:00,141.702,142.06,141.619,142.021,19657
2019-01-23 04:00:00,142.02,142.291,141.865,141.942,16882
2019-01-23 08:00:00,141.942,142.602,141.848,142.409,29513
2019-01-23 12:00:00,142.409,143.167,142.25,143.137,33838
2019-01-23 16:00:00,143.139,143.561,142.935,143.027,35798
2019-01-23 20:00:00,143.029,143.312,142.972,143.251,15064
2019-01-24 00:00:00,143.209,143.551,143.108,143.212,19592
2019-01-24 04:00:00,143.212,143.324,143.088,143.316,16508
2019-01-24 08:00:00,143.316,143.44,142.898,143.178,32634
2019-01-24 12:00:00,143.177,143.238,142.711,142.819,33327
2019-01-24 16:00:00,142.819,143.075,142.738,142.76,38908
2019-01-24 20:00:00,142.761,143.252,142.724,143.219,16388
2019-01-25 00:00:00,143.229,143.958,143.084,143.776,28237
2019-01-25 04:00:00,143.776,144.228,143.765,144.133,17917
2019-01-25 08:00:00,144.134,144.16,143.537,143.653,35486
2019-01-25 12:00:00,143.653,144.061,143.401,143.843,28956
2019-01-25 16:00:00,143.843,144.7,143.765,144.629,43361
2019-01-25 20:00:00,144.629,144.842,144.483,144.587,21205
2019-01-28 00:00:00,144.41,144.723,144.229,144.398,25685
2019-01-28 04:00:00,144.398,144.492,144.158,144.197,14915
2019-01-28 08:00:00,144.197,144.277,143.828,143.951,24118
2019-01-28 12:00:00,143.951,144.311,143.765,144.042,23300
2019-01-28 16:00:00,144.041,144.067,143.603,143.882,31631
2019-01-28 20:00:00,143.882,144.003,143.781,143.837,14080
2019-01-29 00:00:00,143.852,143.866,143.45,143.578,18575
2019-01-29 04:00:00,143.578,143.79,143.546,143.784,11976
2019-01-29 08:00:00,143.785,144.204,143.404,144.112,26791
2019-01-29 12:00:00,144.112,144.491,143.836,144.42,30541
2019-01-29 16:00:00,144.42,144.47,143.459,143.688,41552
2019-01-29 20:00:00,143.688,144.022,142.736,142.909,43629
2019-01-30 00:00:00,142.923,143.197,142.78,143.073,18694
2019-01-30 04:00:00,143.073,143.242,142.982,143.104,15197
2019-01-30 08:00:00,143.103,143.475,142.818,143.357,28394
2019-01-30 12:00:00,143.357,143.45,143.14,143.305,25059
2019-01-30 16:00:00,143.305,143.6,143.017,143.063,25645
2019-01-30 20:00:00,143.063,143.392,142.735,143.006,34358
2019-01-31 00:00:00,143.0,143.062,142.727,142.853,20659
2019-01-31 04:00:00,142.853,143.064,142.697,142.743,15233
2019-01-31 08:00:00,142.742,143.017,142.354,142.408,27050
2019-01-31 12:00:00,142.408,142.803,142.298,142.417,26304
