datetime,open,high,low,close,volume
2019-01-02 00:00:00,1.1463,1.14679,1.14458,1.14522,6524
2019-01-02 04:00:00,1.14522,1.14789,1.1442700000000001,1.14779,7690
2019-01-02 08:00:00,1.14779,1.14967,1.14224,1.14341,25912
2019-01-02 12:00:00,1.1434199999999999,1.14419,1.13675,1.13718,22993
2019-01-02 16:00:00,1.13718,1.13755,1.13315,1.13354,28895
2019-01-02 20:00:00,1.13354,1.13479,1.13251,1.13435,11768
2019-01-03 00:00:00,1.13419,1.13541,1.12982,1.13484,16693
2019-01-03 04:00:00,1.13485,1.13715,1.13461,1.13609,10920
2019-01-03 08:00:00,1.13609,1.13842,1.1353900000000001,1.1375899999999999,26171
2019-01-03 12:00:00,1.1375899999999999,1.13796,1.13377,1.13655,22458
2019-01-03 16:00:00,1.13655,1.14112,1.13615,1.13988,41161
2019-01-03 20:00:00,1.13988,1.14068,1.13831,1.1394199999999999,14776
2019-01-04 00:00:00,1.13921,1.14118,1.13848,1.14041,9842
2019-01-04 04:00:00,1.14041,1.14076,1.1388099999999999,1.139,7191
2019-01-04 08:00:00,1.139,1.14192,1.13833,1.14033,16632
2019-01-04 12:00:00,1.14032,1.14158,1.13635,1.13715,22742
2019-01-04 16:00:00,1.13715,1.14179,1.13458,1.14055,39400
2019-01-04 20:00:00,1.14055,1.14108,1.1394,1.13972,12342
2019-01-07 00:00:00,1.13946,1.1423,1.13946,1.14213,6901
2019-01-07 04:00:00,1.14213,1.143,1.14164,1.14234,6520
2019-01-07 08:00:00,1.14234,1.1448,1.14102,1.14412,16830
2019-01-07 12:00:00,1.14412,1.14592,1.14334,1.14578,14533
2019-01-07 16:00:00,1.14578,1.14728,1.14539,1.14691,22873
2019-01-07 20:00:00,1.14691,1.1482700000000001,1.14678,1.14741,9522
2019-01-08 00:00:00,1.1474199999999999,1.14846,1.14471,1.14483,8045
2019-01-08 04:00:00,1.14483,1.14533,1.14321,1.1443699999999999,7823
2019-01-08 08:00:00,1.14439,1.14613,1.14333,1.14521,17195
2019-01-08 12:00:00,1.14521,1.14694,1.14222,1.14276,19853
2019-01-08 16:00:00,1.14276,1.14556,1.14246,1.14544,21224
2019-01-08 20:00:00,1.14544,1.14592,1.1436,1.14413,7721
2019-01-09 00:00:00,1.14409,1.14661,1.14368,1.14575,6185
2019-01-09 04:00:00,1.14575,1.14641,1.14485,1.14606,6306
2019-01-09 08:00:00,1.14606,1.14787,1.14543,1.14607,17968
2019-01-09 12:00:00,1.14607,1.14644,1.14389,1.14623,18477
2019-01-09 16:00:00,1.14623,1.15408,1.14618,1.15328,40106
2019-01-09 20:00:00,1.15331,1.15575,1.15288,1.1543,22898
2019-01-10 00:00:00,1.15423,1.15607,1.15385,1.15539,9723
2019-01-10 04:00:00,1.15539,1.15698,1.15488,1.15604,7836
2019-01-10 08:00:00,1.15604,1.15611,1.15197,1.15244,23372
2019-01-10 12:00:00,1.15244,1.15454,1.15178,1.15205,20299
2019-01-10 16:00:00,1.15205,1.15309,1.14974,1.1506,27906
2019-01-10 20:00:00,1.15062,1.15136,1.14845,1.15003,15438
2019-01-11 00:00:00,1.14994,1.15227,1.14957,1.15178,6867
2019-01-11 04:00:00,1.15177,1.15309,1.15135,1.15253,6205
2019-01-11 08:00:00,1.15253,1.15323,1.15166,1.15199,16082
2019-01-11 12:00:00,1.152,1.15404,1.15157,1.15266,24467
2019-01-11 16:00:00,1.15266,1.15271,1.14582,1.14826,31014
2019-01-11 20:00:00,1.14826,1.14839,1.14581,1.14644,8249
2019-01-14 00:00:00,1.14578,1.14773,1.14578,1.1476,4970
2019-01-14 04:00:00,1.1476,1.14813,1.14661,1.14784,5906
2019-01-14 08:00:00,1.14785,1.1482,1.14546,1.14624,18831
2019-01-14 12:00:00,1.14625,1.14735,1.14506,1.14596,23300
2019-01-14 16:00:00,1.14596,1.14805,1.14535,1.14768,19251
2019-01-14 20:00:00,1.14768,1.14772,1.14635,1.14689,6817
2019-01-15 00:00:00,1.14682,1.14897,1.14643,1.14847,5125
2019-01-15 04:00:00,1.14847,1.14896,1.14762,1.14832,5046
2019-01-15 08:00:00,1.14832,1.14832,1.14233,1.14336,20634
2019-01-15 12:00:00,1.14336,1.1444,1.1412200000000001,1.14386,23938
2019-01-15 16:00:00,1.14386,1.14548,1.1383,1.13897,29127
2019-01-15 20:00:00,1.13897,1.14176,1.13819,1.14124,21825
2019-01-16 00:00:00,1.14126,1.14144,1.13967,1.13982,5594
2019-01-16 04:00:00,1.13982,1.14151,1.13962,1.14116,6080
2019-01-16 08:00:00,1.14116,1.14248,1.13916,1.14105,19810
2019-01-16 12:00:00,1.14106,1.14116,1.13777,1.13902,18592
2019-01-16 16:00:00,1.13903,1.14106,1.13902,1.13995,19386
2019-01-16 20:00:00,1.13995,1.1409799999999999,1.13901,1.13913,11514
2019-01-17 00:00:00,1.13918,1.14006,1.13898,1.1394199999999999,8387
